text,created_at,retweet_count,favorite_count,is_retweet
LOUISIANA! Extreme Democrat John Bel Edwards has sided with Nancy Pelosi and Chuck Schumer to support Sanctuary Cities High Taxes and Open Borders. He is crushing Louisiana’s economy and your Second Amendment rights....,10-26-2019 20:17:18,22541,76868,false
....Our Republican candidate @EddieRispone is a successful conservative businessman who will stand with me to create jobs and protect your Second Amendment. GET OUT AND VOTE for Eddie the next Governor of the GREAT State of Louisiana!,10-26-2019 20:17:18,14781,53630,false
Where’s the Whistleblower?,10-26-2019 14:43:01,28584,133490,false
The Fake Washington Post keeps doing phony stories with zero sources that I am concerned with the Impeachment scam. I am not because I did nothing wrong. It is the other side including Schiff and his made up story that are concerned. Witch Hunt continues!,10-26-2019 14:41:18,27123,111128,false
My Administration is fighting hard to end the Opioid Crisis. Join with us by disposing unused or expired prescription medications at over 4000 locations across this great Country. Find a location TODAY from 10am-2pm at https://t.co/CXK0LFpGMD. #TakeBackDay https://t.co/xBEyflYYGj,10-26-2019 13:54:33,14803,58179,false
....,10-26-2019 12:18:29,14182,52233,false
"Badly failing presidential candidate @KamalaHarris will not go to a very wonderful largely African American event today because yesterday I recieved a major award at the same event for being able to produce &amp; sign into law major Criminal Justice Reform legislation which will..,10-26-2019 12:18:28,25756,100627,false"
....greatly help the African American community (and all other communities) and which was unable to get done in past administrations despite a tremendous desire for it. This and best unemployment numbers EVER is more than Kamala will EVER be able to do for African Americans!,10-26-2019 12:18:28,17120,73443,false
The Ukraine investigation is just as Corrupt and Fake as all of the other garbage that went on before it. Even Shifty Schiff got caught cheating when he made up what I said on the call!,10-26-2019 11:44:09,20365,85125,false
"I can’t believe that Nancy Pelosi’s District in San Francisco is in such horrible shape that the City itself is in violation of many sanitary &amp; environmental orders causing it to owe the Federal Government billions of dollars - and all she works on is Impeachment.....,10-26-2019 11:29:04,31166,119895,false"
....We should all work together to clean up these hazardous waste and homeless sites before the whole city rots away. Very bad and dangerous conditions also severely impacting the Pacific Ocean and water supply. Pelosi must work on this mess and turn her District around!,10-26-2019 11:29:04,19570,81801,false
“Not a single American citizen has been charged with anything related to Russian Collusion not one person.” @TuckerCarlson  It was all an illegal Witch Hunt!,10-26-2019 11:23:09,18310,73972,false
Had a beautiful dinner last night at Camp David in celebration of the 10th Wedding Anniversary of Ivanka and Jared. Attended by a small number of family and friends it could not have been nicer. Camp David is a special place. Cost of the event will be totally paid for by me!,10-26-2019 11:21:15,23986,123472,false
RT @realDonaldTrump: Democrats just announced that they no longer want the Whistleblower to testify. But everything was about the Whistlebl…,10-26-2019 11:12:22,21582,0,true
RT @realDonaldTrump: ....The entire Impeachment Scam was based on my perfect Ukrainian call and the Whistleblowers account of that call w…,10-26-2019 11:12:19,15890,0,true
RT @RepMarkMeadows: NYT report: DOJ opening a criminal investigation into the spreading of the Russian collusion conspiracyIf true this…,10-26-2019 11:09:29,20466,0,true
"....They exonerated him completely of being an agent of Russia (Recently Crooked Hillary charged Tulsi Gabbard &amp; Jill Stein with the same thing-SICK) and yet Mr. Comey still runs to the White House on February 14 and conjures up the Obstruction of Justice narrative against.....,10-26-2019 11:02:32,8669,27467,false"
"..the President when Flynn had been cleared of everything long before that. The DOJ is withholding a lot of evidence &amp; information as are Clapper &amp; Brennan &amp; all of the people who participated in the complete setup of Michael Flynn.”(Terrible!) Sidney Powell. This is a disgrace!,10-26-2019 11:02:32,15047,58257,false"
...Thank you @foxandfriends! Hopefully this is just the beginning of a massive story of injustice and treason. You will never learn this from the corrupt LameStream Media who get Pulitzer Prizes for reporting the story totally wrong. The ones who report it right get only RESPECT!,10-26-2019 11:02:32,15408,60294,false
“General Michael Flynn’s attorney is demanding that charges be immediately dropped after they found that FBI Agents manipulated records against him. They say that James Clapper told a reporter to “take a kill shot at Flynn. This has been a complete setup of Michael Flynn....,10-26-2019 11:02:31,29611,92842,false
My Administration is fighting hard to end the Opioid Crisis. Join with us by disposing unused or expired prescription medications at over 4000 locations across this great Country. Find a location TOMORROW October 26th from 10am-2pm at https://t.co/CXK0LFpGMD. #TakeBackDay https://t.co/DvgrxZoLzp,10-26-2019 03:39:54,13872,52308,false
RT @CNNPolitics: JUST IN: Trump administration suspends US commercial flights to 9 destinations in Cuba except for Havana https://t.co/KPPQ…,10-26-2019 03:36:59,199,0,true
https://t.co/o6mk8orgrC https://t.co/iUD808JXyt,10-26-2019 03:28:34,10829,38755,false
RT @realDonaldTrump: https://t.co/zDEOQfpvk1 https://t.co/Bxpt7nQTjG,10-26-2019 03:21:10,15425,0,true
RT @PressSec: POTUS is a champion for America's once-forgotten communities and his historic criminal justice reforms are building opportun…,10-26-2019 03:20:08,8417,0,true
RT @realDonaldTrump: To Tim: The Button on the IPhone was FAR better than the Swipe!,10-26-2019 03:19:43,31308,0,true
RT @GOPLeader: What is Adam Schiff hiding and why is he afraid to show the American public? https://t.co/1twGgi6kc8,10-26-2019 03:19:33,13122,0,true
RT @realDonaldTrump: I appreciate the support of Senator @LindseyGraham @SenateMajLdr Mitch McConnell and their Great Senate Republican c…,10-26-2019 03:18:41,16019,0,true
RT @Jim_Jordan: First we learn that Durham's probe is now a criminal investigation.Now we hear that the FBI may have altered the 302s fro…,10-26-2019 03:17:39,25428,0,true
RT @realDonaldTrump: It was my great honor to deliver the keynote address at the 2019 Second Step Presidential Justice Forum hosted by the…,10-26-2019 03:17:23,17895,0,true
RT @realDonaldTrump: Thank you @robertjeffress! https://t.co/o6mk8orgrC,10-26-2019 03:15:05,8914,0,true
https://t.co/zDEOQfpvk1 https://t.co/Bxpt7nQTjG,10-26-2019 02:23:14,15403,57716,false
RT @robertjeffress: A new poll shows evangelical support for President @realDonaldTrump GROWING in spite of Democrat impeachment farce! I’l…,10-25-2019 23:41:27,12850,0,true
Great Book! https://t.co/HYO77j6KRT,10-25-2019 23:40:48,8892,36506,false
Wow! https://t.co/lF3WUjiqHs,10-25-2019 23:39:42,15579,52089,false
RT @marklevinshow: My appearance on Hannity last nighthttps://t.co/whO7qmrkB7,10-25-2019 23:38:28,9463,0,true
My lawyers should sue the Democrats and Shifty Adam Schiff for fraud!,10-25-2019 23:33:42,26011,131540,false
Democrats just announced that they no longer want the Whistleblower to testify. But everything was about the Whistleblower (they no longer want the second Whistleblower either) which they don’t want because the account of my call bore NO RELATIONSHIP to the call itself.....,10-25-2019 23:30:35,21549,86426,false
....The entire Impeachment Scam was based on my perfect Ukrainian call and the Whistleblowers account of that call which turned out to be false (a fraud?). Once I released the actual call their entire case fell apart. The Democrats must end this Scam now. Witch Hunt!,10-25-2019 23:30:35,15852,66661,false
To Tim: The Button on the IPhone was FAR better than the Swipe!,10-25-2019 22:39:16,31189,140362,false
....in the basement of the United States Capitol! They cannot win at the ballot box. Their sham for the past 3 years continues. The good news is that the American People get it which will be proven once again on November 3 2020!,10-25-2019 21:10:26,13579,57949,false
I appreciate the support of Senator @LindseyGraham @SenateMajLdr Mitch McConnell and their Great Senate Republican colleagues on the resolution condemning the Do Nothing Democrats for their Witch Hunt Impeachment inquiry behind closed doors....,10-25-2019 21:10:25,15989,69192,false
RT @ericbolling: NEW Interview w/ @realDonaldTrump -DOJ Criminal InvestigationClapper/Brennan-Comey leaking memo-Schiff corroborated…,10-25-2019 20:43:20,7537,0,true
RT @WhiteHouse: Since President @realDonaldTrump signed the First Step Act into law 10 states have passed legislation to advance criminal…,10-25-2019 20:42:20,9193,0,true
RT @WhiteHouse: Last year President @realDonaldTrump signed the First Step Act into law—the most significant criminal justice reform in ma…,10-25-2019 20:42:10,6154,0,true
"RT @TeamTrump: President @realDonaldTrump: ""The best is yet to come"" for the African American community https://t.co/2HxhFtJxr0,10-25-2019 20:41:49,6505,0,true"
"RT @GOPChairwoman: Members of the @GOP Executive Committee just unanimously passed a resolution of support for @realDonaldTrump &amp; the Graha…,10-25-2019 20:41:33,8346,0,true"
RT @WhiteHouse: President @realDonaldTrump just accepted the 2019 Bipartisan Justice Award for his leadership in the passage of the histori…,10-25-2019 20:41:00,8397,0,true
"RT @TeamTrump: President @realDonaldTrump: ""We are acting not talking."" https://t.co/kirjAveUiw,10-25-2019 20:40:45,5991,0,true"
"RT @TeamTrump: President @realDonaldTrump: ""Under this administration the great betrayal of the American worker is over."" https://t.co/Kfp…,10-25-2019 20:40:31,5421,0,true"
RT @TeamTrump: President @realDonaldTrump: African American youth unemployment recently reached the lowest level EVER https://t.co/fPICfbVx…,10-25-2019 20:40:19,5182,0,true
RT @TeamTrump: Tanisha Bannister: I want to thank @realDonaldTrump for giving me another lease on life https://t.co/dRZNhCSh7O,10-25-2019 20:40:00,11436,0,true
RT @KatrinaPierson: Watch @potus @realDonaldTrump give remarks at HBCU - Benedict College accepting an award for his leadership on Criminal…,10-25-2019 20:39:51,4153,0,true
"RT @TeamTrump: President @realDonaldTrump: ""My goal has been to give a voice to the voiceless."" #ForgottenMenandWomen https://t.co/LtrHaz…,10-25-2019 20:39:37,7242,0,true"
"RT @TeamTrump: President @realDonaldTrump: ""The First Step Act proved that we can achieve amazing breakthroughs when we come together as a…,10-25-2019 20:39:21,4644,0,true"
RT @GOPChairwoman: House Democrats continue to take unprecedented steps in their closed-door impeachment charade. @LindseyGrahamSC is rig…,10-25-2019 20:38:27,6440,0,true
It was my great honor to deliver the keynote address at the 2019 Second Step Presidential Justice Forum hosted by the 20/20 Bipartisan Justice Center in South Carolina and my true honor to receive the Bipartisan Justice Award thank you! https://t.co/uF9IWnI1pH,10-25-2019 19:51:43,17876,64287,false
Thank you @robertjeffress! https://t.co/o6mk8orgrC,10-25-2019 17:57:25,10250,40380,false
RT @GaryCoby: Today @realDonaldTrump is receiving the Bipartisan Justice Award for his historic work on criminal justice reform.At the sa…,10-25-2019 17:35:13,10807,0,true
Heading to South Carolina! https://t.co/CORtaPJq9p,10-25-2019 17:30:21,13341,68994,false
RT @gatewaypundit: Breaking Poll: 52% Say Impeachment Is Political Stunt by Democrats - 59% Say It's a Waste of Time @DanScavino @RealDonal…,10-25-2019 16:22:09,13039,0,true
"“Donald J. Trump is an absolutely historic President already in less than 3 years in office. His record is there for everyone to look at &amp; to examine and compare. This is an illegitimate effort to overthrow a President not a formal Impeachment inquiry.” @LouDobbs  Thank you Lou,10-25-2019 12:54:24,23558,93600,false"
Turkey fully understands not to fire on the Kurds as they leave what will be known as the Safe Zone for other fairly nearby areas. I don’t have to repeat that large scale Sanctions will be imposed for violations. Going well! ISIS secured by Kurds with Turkey ready as backup.....,10-25-2019 12:32:06,14967,64376,false
....USA has gained Trillions of Dollars in wealth since November 2016. All others way down. Our power is Economic before having to use our newly rebuilt Military a much better alternative. Oil is secured. Our soldiers have left and are leaving Syria for other places then....,10-25-2019 12:32:06,10581,47141,false
....COMING HOME! We were supposed to be there for 30 days - That was 10 years ago. When these pundit fools who have called the Middle East wrong for 20 years ask what we are getting out of the deal I simply say THE OIL AND WE ARE BRINGING OUR SOLDIERS BACK HOME ISIS SECURED!,10-25-2019 12:32:06,12465,53152,false
"So Congressman Tim Ryan of Ohio has finally dropped out of the race for President registering ZERO in the polls &amp; unable to even qualify for the debate stage. See Tim it’s not so easy out there if you don’t know what you’re doing. He wasn’t effective for USA workers just talk!,10-25-2019 12:15:58,12973,60201,false"
Another big dropout of the Presidential race was along with 0% Tim Ryan 0% @RepSwalwell. Such talk and bravado from both and nothing to show. They stood for nothing and the voters couldn’t stand by them. Obnoxious and greedy politicians never make it in the end!,10-25-2019 12:12:23,16058,69914,false
RT @RepLeeZeldin: This impeachment inquiry has produced NOTHING to impeach POTUS for (I've been inside every depo thus far). While Dems run…,10-25-2019 02:10:02,16840,0,true
RT @RepDougCollins: Democrats have no concern for the rules. Pelosi violates House rules and her majority gives her a free pass.Schiff…,10-25-2019 02:08:26,17444,0,true
RT @RepGosar: The only reason Adam Schiff is conducting these unclassified interviews in a SCIF is to allow Democrats to control the narrat…,10-25-2019 02:08:24,18563,0,true
RT @RepArrington: Let's call this sham what it really is: an #ImpeachmentInquisition against @realdonaldtrump.This purely political proce…,10-25-2019 02:07:49,7016,0,true
RT @RepMattGaetz: Democrats are trying to use the natural advantage they have with the mainstream media to have secret interviews and selec…,10-25-2019 02:07:37,15203,0,true
"RT @RepLaMalfa: Democrats: Searching for any possible reason to impeach @realDonaldTrump &amp; undo the results of the 2016 election - &amp; doing…,10-25-2019 02:07:23,8839,0,true"
Where is the Whistleblower and why did he or she write such a fictitious and incorrect account of my phone call with the Ukrainian President? Why did the IG allow this to happen? Who is the so-called Informant (Schiff?) who was so inaccurate? A giant Scam!,10-25-2019 01:52:32,32680,133802,false
RT @jmclghln: 52% majority says impeachment is political to stop @realDonaldTrump reelection only 36% legal 47%-33% say @POTUS shudn’t coop…,10-24-2019 22:01:07,5989,0,true
RT @GOPLeader: Nancy Pelosi and her Do-Nothing Democrats have approved more subpoenas to investigate President Trump than they have written…,10-24-2019 21:24:34,15280,0,true
I really enjoyed my conversation with General @MazloumAbdi. He appreciates what we have done and I appreciate what the Kurds have done. Perhaps it is time for the Kurds to start heading to the Oil Region!,10-24-2019 15:48:47,15845,65074,false
The Oil Fields discussed in my speech on Turkey/Kurds yesterday were held by ISIS until the United States took them over with the help of the Kurds. We will NEVER let a reconstituted ISIS have those fields!,10-24-2019 15:25:23,17920,73405,false
Thank you to House Republicans for being tough smart and understanding in detail the greatest Witch Hunt in American History. It has been going on since long before I even got Elected (the Insurance Policy!). A total Scam!,10-24-2019 14:28:54,24618,103828,false
The Federal Reserve is derelict in its duties if it doesn’t lower the Rate and even ideally stimulate. Take a look around the World at our competitors. Germany and others are  actually GETTING PAID to borrow money. Fed was way too fast to raise and way too slow to cut!,10-24-2019 14:20:02,22576,83944,false
Don’t hurt them please! https://t.co/cKVa2HlJQb,10-24-2019 04:40:13,16094,68385,false
It is the only thing the Do Nothing Dems are doing! https://t.co/oqeetDNKzD,10-24-2019 04:32:45,9575,39485,false
Just a continuation of the Witch Hunt! https://t.co/TTCXcg0jdU,10-24-2019 04:29:33,12497,46741,false
RT @RepMarkMeadows: Chairman Schiff interestingly reversed course on having the 'whistleblower' testify *after* it was revealed that his of…,10-24-2019 04:26:47,17762,0,true
"RT @SteveScalise: If people scatter out of a room when you walk in &amp; turn on the light it begs the question: What are they hiding in there…,10-24-2019 04:26:23,28857,0,true"
"(Kiddingly) We’re building a Wall in Colorado”(then stated “we’re not building a Wall in Kansas but they get the benefit of the Wall we’re building on the Border”) refered to people in the very packed auditorium from Colorado &amp; Kansas getting the benefit of the Border Wall!,10-24-2019 04:20:27,14370,68628,false"
RT @bopinion: Of Wisconsin’s 72 counties 23 switched from voting for Obama in 2012 to Trump in 2016 https://t.co/4E0xFLZwlF https://t.co/f…,10-24-2019 03:59:32,5826,0,true
RT @realDonaldTrump: https://t.co/ESnxdzR0wM https://t.co/pcXjrYuQ9e,10-24-2019 03:54:48,6264,0,true
https://t.co/ESnxdzR0wM https://t.co/pcXjrYuQ9e,10-24-2019 02:01:35,6296,20463,false
PROMISES MADE PROMISES KEPT! #SHALEINSIGHT2019 https://t.co/kCkw3K8k5o,10-23-2019 21:19:33,17482,68201,false
It was wonderful to be back in Pittsburgh Pennsylvania with the incredible Patriots who fuel our factories light up our homes power our industries and fill our hearts with true American Pride! #SHALEINSIGHT2019 https://t.co/hWmN7zNud3,10-23-2019 21:12:06,14814,53273,false
It would be really great if the people within the Trump Administration all well-meaning and good (I hope!) could stop hiring Never Trumpers who are worse than the Do Nothing Democrats. Nothing good will ever come from them!,10-23-2019 19:01:02,25221,98160,false
....Does anybody think this is fair? Even though there was no quid pro quo I’m sure they would like to try. Worse than the Dems!,10-23-2019 18:58:44,11580,48440,false
Never Trumper Republican John Bellinger represents Never Trumper Diplomat Bill Taylor (who I don’t know) in testimony before Congress! Do Nothing Democrats allow Republicans Zero Representation Zero due process and Zero Transparency....,10-23-2019 18:58:41,17478,66496,false
RT @Jim_Jordan: 435 Members of the House.Only one knows who the “whistleblower” is and who their sources are: @RepAdamSchiff.Why?,10-23-2019 17:52:08,27728,0,true
RT @SteveScalise: Democrats are trying to deny Republican Members of Congress access to Schiff's secret impeachment proceedings. What are t…,10-23-2019 17:51:21,21536,0,true
RT @CongressmanHice: Stepping out of Schiff’s dungeon for a quick update.Members and the thousands of constituents they represent have a…,10-23-2019 17:50:34,13268,0,true
The Never Trumper Republicans though on respirators with not many left are in certain ways worse and more dangerous for our Country than the Do Nothing Democrats. Watch out for them they are human scum!,10-23-2019 17:48:40,28445,104341,false
RT @HouseGOP: It’s simple. The American people deserve transparency yet House Democrats continue to ram through their impeachment investig…,10-23-2019 17:46:48,7378,0,true
"RT @GOPoversight: • Why don't we know who the whistleblower is?• Why is this so-called #impeachment ""inquiry"" being ran secretly in the ba…,10-23-2019 17:46:35,19593,0,true"
"RT @WhiteHouse: ""Eight long years after President Obama's ill-fated push at regime change U.S. troops are still on the ground in Syria. Mo…,10-23-2019 17:45:18,11097,0,true"
RT @WhiteHouse: President @realDonaldTrump just announced a major breakthrough toward achieving a better future for Syria and the Middle Ea…,10-23-2019 17:45:15,9260,0,true
Thank you General Mazloum for your kind words and courage. Please extend my warmest regards to the Kurdish people. I look forward to seeing you soon. @mustefabali,10-23-2019 16:35:23,14811,60171,false
RT @mustefabali: GEN.Mazloum:1- I just spoke with President Trump and explained to him the Turkish violations of the truce that would not…,10-23-2019 16:32:30,7855,0,true
RT @mustefabali: GEN.Mazloum:2. We THANK President Trump for his tireless efforts that stopped the brutal Turkish attack and jihadist grou…,10-23-2019 16:32:28,8240,0,true
https://t.co/7Ud0WLyo4g,10-23-2019 16:06:00,10590,34717,false
Where’s the Whistleblower?,10-23-2019 12:40:13,28228,130416,false
Big success on the Turkey/Syria Border. Safe Zone created! Ceasefire has held and combat missions have ended. Kurds are safe and have worked very nicely with us. Captured ISIS prisoners secured. I will be making a statement at 11:00 A.M. from the White House. Thank you!,10-23-2019 12:39:20,21683,80796,false
"Young campus Conservatives are flocking to Turning Point USA &amp; other Conservative speaker events all over the Country AND IN RECORD NUMBERS. Thousands of students are turning out. “I just want to compliment the President of the United States for signing that historic Executive..,10-23-2019 12:29:22,19195,76239,false"
"....Order a couple of months ago saying that any school that does not uphold the First Amendment Rights of its students will lose Federal Funding. We have seen a huge change in how the Universities interact with us as a national &amp; local student organization. Our studends....,10-23-2019 12:29:22,11516,47975,false"
....feel EMPOWERED. There’s a movement happening on these campuses like I’ve never seen before. When you have 3000 students wanting to get into an event that couldn’t get in that’s pretty remarkable!”  @charliekirk11 Turning Point USA   KEEP AMERICA GREAT!,10-23-2019 12:29:22,12165,48870,false
RT @MattWhitaker46: I still have a lot more questions about #HunterBiden and his dealings in #Ukraine and #Russia.  My video on @FoxBusines…,10-23-2019 11:59:32,9037,0,true
RT @MattWhitaker46: This #impeachment is not a constitutional process but an unprecedented #Democrat attack on a #Republican @POTUS Thank…,10-23-2019 11:59:07,10792,0,true
Republicans are going to fight harder than ever to win back the House because of what the Do Nothing Democrats have done to our Country!,10-23-2019 11:36:27,20898,90017,false
Neither he (Taylor) or any other witness has provided testimony that the Ukrainians were aware that military aid was being withheld. You can’t have a quid pro quo with no quo.” Congressman John Ratcliffe @foxandfriends Where is the Whistleblower? The Do Nothing Dems case is DEAD!,10-23-2019 11:32:16,17176,62046,false
RT @RepDougCollins: Myth: Democrats aren’t impeaching @RealDonaldTrump because of politics. This is about Ukraine.Fact: Democrats introdu…,10-23-2019 11:09:58,11781,0,true
RT @GOPChairwoman: The only value Hunter Biden brought to the table was access to his father then-VP Joe Biden.Democrats and the media d…,10-23-2019 10:59:23,9740,0,true
RT @GOPChairwoman: The movement @realDonaldTrump has built is unlike anything we have ever seen. Tens of thousands came to Dallas to show…,10-23-2019 10:58:54,8556,0,true
RT @WhiteHouse: Since day one the left has been on a mission to dispute deny and re-litigate the results of the 2016 election.They are…,10-23-2019 10:58:02,12181,0,true
RT @WhiteHouse: Remember when Democrats called the extra money in Americans' wallets thanks to President @realDonaldTrump's economic polici…,10-23-2019 10:57:31,11694,0,true
RT @seanhannity: @realDonaldTrump “I would like the Attorney General to find out what’s going on. We’re investigating corruption. I have an…,10-23-2019 10:56:40,6320,0,true
It never ends. The Do Nothing Dems are terrible! https://t.co/l7Qk0WU8ML,10-23-2019 10:56:02,11901,43326,false
RT @Reince: Love these Libs melting down because @seanspicer keeps surviving - maybe it’s because people are actually voting for him! He’s…,10-23-2019 04:21:01,7818,0,true
RT @GOPChairwoman: The economy is booming a fantastic trade deal is waiting for a vote yet DC Democrats are only focused on their ridicul…,10-23-2019 04:20:11,7155,0,true
RT @TeamTrump: Democrats think impeachment is their only hope for 2020.They will NEVER beat @realDonaldTrump on policy or merit and they…,10-23-2019 04:19:24,11380,0,true
RT @TeamTrump: Our movement is a movement unlike anything our country has seen!New video from @GOP captures just some of the excitement f…,10-23-2019 04:19:07,8333,0,true
RT @TeamTrump: .@kayleighmcenany: President @realDonaldTrump has raised more money than any former President at this point in a campaign!…,10-23-2019 04:18:36,6565,0,true
Thank you Steve! https://t.co/ROfsFdSGZO,10-23-2019 04:15:14,8307,34629,false
RT @GOPChairwoman: Adam Schiff’s phony narrative has been “OBLITERATED” by testimony given to the House.“There is nothing from anything t…,10-23-2019 04:14:03,11498,0,true
The Democrats Scam goes on and on! They Do Nothing! https://t.co/4ER1m6e39s,10-23-2019 04:10:38,10136,37375,false
The Witch Hunt continues! https://t.co/pBzhZfJEYb,10-23-2019 04:08:35,11120,39116,false
The Do Nothing Dems have nothing but time! https://t.co/g9wsBfk16W,10-23-2019 04:07:07,10741,37341,false
RT @piersmorgan: https://t.co/YFpyUULife,10-23-2019 03:54:50,8388,0,true
RT @IvankaTrump: Visiting the Air Capital of the World with @SecPompeo to meet hardworking students in programs training them to succeed in…,10-23-2019 03:50:17,6007,0,true
Wrong never even discussed this with Kellyanne Conway or Steve Mnuchin. Just more Fake News! https://t.co/bgR8TnytjJ,10-23-2019 03:43:38,15875,57121,false
Wrong never even discussed this with Kellyanne Conway ot Steve Mnuchin. Just more Fake News! https://t.co/bgR8TnytjJ,10-23-2019 03:38:41,1048,3299,false
Good news seems to be happening with respect to Turkey Syria and the Middle East. Further reports to come later!,10-22-2019 22:18:29,21495,100886,false
RT @NASA: “You’re doing an incredible job” says @POTUS to @Astro_Christina and @Astro_Jessica during today’s #AllWomanSpacewalk. Tune in t…,10-22-2019 14:08:14,7858,0,true
RT @WhiteHouse: Fall is here! Come enjoy the beautiful White House Garden tours this weekend! Thank you to the @NatlParkService for taking…,10-22-2019 14:07:27,6866,0,true
Great Job Tim! https://t.co/WhgO67CfKP,10-22-2019 14:06:55,10726,41912,false
RT @JessicaDitto45: “Empowering half the world’s population to flourish in the market economy is the best way to boost growth.” #WGDP https…,10-22-2019 14:06:17,6667,0,true
"RT @WhiteHouse: Pelosi &amp; co. refuse to bring their inquiry to a vote because they have no serious interest in searching out truth and justi…,10-22-2019 14:04:54,8161,0,true"
RT @WhiteHouse: Results that speak for themselves: Wage gains under President @realDonaldTrump have eclipsed growth under the past two admi…,10-22-2019 14:04:29,9430,0,true
"RT @JuddPDeere45: .@RepKevinBrady @virginiafoxx &amp; @repgregwalden: ""We can lower drug prices for seniors workers and families to help th…,10-22-2019 14:04:06,5865,0,true"
RT @FrancoOrdonez: Immigration Hardliners Fight For Cuccinelli To Be Next DHS Secretary : NPR https://t.co/csVNSlfro9,10-22-2019 14:02:20,4639,0,true
“The Democrats are trying to draw out this inquiry because they don’t have the support. Donald Trump is guilty only of winning the 2016 Election.” @MZHemingway @foxandfriends,10-22-2019 13:41:53,15895,62152,false
Can’t believe that Nervous Nancy Pelosi isn’t moving faster on USMCA. Her people want it they don’t know why she isn’t putting it up for a bipartisan vote. Taking too long!,10-22-2019 13:28:19,20715,82166,false
95% Approval Rating in the Republican Party. Thank you!,10-22-2019 11:57:09,22605,123737,false
Thank you Republicans. 185 out of 185 present voted for “US” last night. Really good!,10-22-2019 11:54:36,17935,91009,false
So some day if a Democrat becomes President and the Republicans win the House even by a tiny margin they can impeach the President without due process or fairness or any legal rights. All Republicans must remember what they are witnessing here - a lynching. But we will WIN!,10-22-2019 11:52:28,38602,154062,false
....@kilmeade   “I want to know about Hillary Clinton with the Dossier? I want to know if there was FISA abuse? We’re still waiting for that report!” @ainsleyearhardt  @foxandfriends,10-22-2019 11:37:04,11407,46875,false
...A majority do not want him Impeached and removed from office. 94% of the people in these battleground states who voted for President Trump want him to continue as President. That’s squarely in his corner.” @SteveDoocy “That’s a revealing poll don’t you think that matters?”...,10-22-2019 11:37:03,14815,63654,false
“I thought a very revealing poll was done by The New York Times. By about a 10 point margin those in battleground states polled are against impeaching the President and if Nancy Pelosi doesn’t take note of that maybe she is the third rate politician.” @kilmeade @foxandfriends,10-22-2019 11:21:13,13919,55920,false
“The Ambassador to the European Union has already testified he said there was no quid pro quo. He said the President had told him that.” @kilmeade  @foxandfriends,10-22-2019 11:11:32,11817,49551,false
Congratulations to @JustinTrudeau on a wonderful and hard fought victory. Canada is well served. I look forward to working with you toward the betterment of both of our countries!,10-22-2019 04:33:26,10464,67418,false
RT @TreasurySpox: It’s been 1?? year since President @realDonaldTrump announced the new US-Mexico-Canada trade agreement. USMCA will be a w…,10-22-2019 00:46:43,13309,0,true
RT @RepAnnWagner: As a cosponsor of the resolution to censure Rep. Adam Schiff I was disappointed Nancy Pelosi did not even allow a vote o…,10-22-2019 00:43:14,21153,0,true
RT @RepJohnJoyce: It is disappointing that House Democrats blocked a vote to condemn and censure Chairman Adam Schiff for lying to the Amer…,10-22-2019 00:42:47,18551,0,true
"RT @RepLaMalfa: Tonight I joined @SteveScalise @RepAndyBiggsAZ &amp; @HouseGOP in voting to censure Rep. Adam Schiff. Of course Democrats…,10-22-2019 00:42:26,11107,0,true"
RT @dogoodmore: Lawmaker leading charge to censure Adam Schiff says he's engineering 'total political hit job' on Trump https://t.co/TgFQ9y…,10-22-2019 00:41:50,9040,0,true
RT @LouDobbs: Condemn Shifty Schiff. @Jim_Jordan on House Republicans voting to censure Adam Schiff. #AmericaFirst #MAGA #Dobbs https://t.c…,10-22-2019 00:41:23,8831,0,true
"RT @RepRickCrawford: Adam Schiff has eliminated the access Republican HPSCI members have &amp; has locked down depositions in a manner that is…,10-22-2019 00:41:13,13704,0,true"
"RT @DJTrumpsButt: RT realDonaldTrump ""RT AmericaNewsroom: THE HEADLINER: Jim_Jordan comments on the latest in the impeachment inquiry as Re…,10-22-2019 00:40:47,5983,0,true"
RT @SaraCarterDC: After almost two months of making a huge deal about the #Whistleblower testimony that would actually #impeach @realDonald…,10-22-2019 00:40:20,10542,0,true
RT @RepAndyBiggsAZ: On Monday I along with the vast majority of my @HouseGOP colleagues will press forward with my motion to censure Ada…,10-22-2019 00:39:07,11786,0,true
RT @GregGutfeldShow: Adam Schiff goes for a physical. #Gutfeld https://t.co/qbeCVVxccs,10-22-2019 00:38:44,7611,0,true
RT @SteveScalise: Dems claim their scheme to impeach @realDonaldTrump is fair.Here's the reality:- All done in secret- Led by proven-l…,10-22-2019 00:38:23,16401,0,true
RT @GregGutfeldShow: Adam Schiff tries to take a nap. #Gutfeld https://t.co/akNEGY6PDd,10-22-2019 00:38:02,7380,0,true
RT @Rep_Watkins: The resolution to #CensureSchiff failed on the floor tonight.I guess Democrats are okay with Adam Schiff:?? Spreading…,10-22-2019 00:36:37,12643,0,true
RT @RepAndyBiggsAZ: Adam Schiff may not have been held accountable tonight but the American people are very much aware of his reckless dis…,10-22-2019 00:35:45,13875,0,true
Thank you Liz. Shows great Republican support! https://t.co/WsuTmv6Tfh,10-22-2019 00:34:16,13590,53345,false
RT @newtgingrich: Nancy Pelosi and Adam Schiff have both become embarrassingly dishonest. They along with the rest of the House Democrats…,10-22-2019 00:32:18,12986,0,true
